"Player","Games","Min","Ast.To","PPS","DRTG","ORTG","NRTG","TS.","USG.","ORB.","DRB.","TRB.","FGA","FGA2","FGA3","FGM2","FGM3","StlPer","AstPer","eFGPer","FloorPer","Season","Team"
"GILL, ANTHONY",13,"346:38",1.31,1.38,120.12,118.06,-2.06,0.61,19.79,6.4,9.66,7.95,108,72,36,51,8,1.71,11.59,58.33,55.87,"2018-2019","Khimki Moscow Region"
"GREEN, GARLON",11,"163:25",0.5,0.94,121.12,84.41,-36.71,0.44,18.82,2.14,7.88,4.87,50,31,19,13,5,1.81,4.2,41,38.24,"2018-2019","Khimki Moscow Region"
"GUBANOV, PETR",12,"111:58",2,1.07,122.54,95.74,-26.8,0.43,8.72,2.09,5.75,3.83,14,6,8,2,2,1.59,5.44,35.71,44.46,"2018-2019","Khimki Moscow Region"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"JENKINS, CHARLES",29,"708:49",2.12,1.38,118.84,125.96,7.12,0.63,12.33,3.95,10.17,6.91,145,64,81,37,34,2.51,8.57,60.69,53.21,"2018-2019","Khimki Moscow Region"
"MARKOVIC, STEFAN",27,"641:48",2.93,1.22,121.01,112.14,-8.87,0.54,15,2.18,9.23,5.53,134,48,86,22,30,1.94,30.56,50,47.5,"2018-2019","Khimki Moscow Region"
"MICKEY, JORDAN",28,"631:28",0.48,1.36,114.67,111.15,-3.52,0.6,29.73,8.69,18.76,13.48,293,236,57,135,20,1.97,7.08,56.31,53.48,"2018-2019","Khimki Moscow Region"
"MONIA, SERGEY",26,"320:22",1.44,1.19,117.03,111.8,-5.23,0.59,17.06,6.92,12.46,9.56,90,25,65,9,29,2.4,14.13,58.33,42.94,"2018-2019","Khimki Moscow Region"
"SHVED, ALEXEY",14,"448:01",1.79,1.35,118.35,110.66,-7.69,0.57,37.62,1.82,9.2,5.33,242,86,156,38,57,2.91,43.17,51.03,46.93,"2018-2019","Khimki Moscow Region"
"THOMAS, MALCOLM",30,"617:54",1.44,1.49,114.5,122.41,7.91,0.64,19.08,10.96,19.38,14.96,173,135,38,90,12,2.4,15.94,62.43,58.5,"2018-2019","Khimki Moscow Region"
"VIALTSEV, EGOR",19,"224:07",1.73,1.12,122.36,101.7,-20.66,0.51,14.91,2.6,7.47,4.92,51,24,27,11,9,1.59,14.04,48.04,43.89,"2018-2019","Khimki Moscow Region"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"ZUBKOV, ANDREY",25,"393:18",1.56,1.28,117.02,112.1,-4.92,0.58,14.45,3.86,13.75,8.56,88,58,30,36,8,2.71,10.94,54.55,52,"2018-2019","Khimki Moscow Region"
"DIOP, ILIMANE",33,"379:20",0.86,1.59,109.81,117.7,7.89,0.6,16.24,10.9,15.36,13.12,81,68,13,37,3,1.32,7.6,51.23,57.83,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"GARINO, PATRICIO",18,"264:53",1.2,1.45,112.03,130.58,18.55,0.65,14.97,4.91,6.28,5.59,69,33,36,19,16,2.73,3.79,62.32,56.79,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"GRANGER, JAYSON",12,"231:22",1.81,1.06,115.68,99.99,-15.69,0.49,21.47,0.51,9.25,4.87,81,39,42,13,17,0.96,20.89,47.53,41.92,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"HILLIARD, DARRUN",34,"697:18",0.88,1.25,111.54,104.24,-7.3,0.54,23.42,1.53,15.01,8.25,257,136,121,67,39,1.83,9.43,48.83,46.94,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"HUERTAS, MARCELINHO",34,"663:36",1.9,1.29,114.46,107.95,-6.51,0.59,22.27,3.03,6.27,4.64,204,147,57,77,24,1.93,41.75,55.39,48.45,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"JANNING, MATT",28,"698:38",1.69,1.23,113.8,115.01,1.21,0.57,19.03,1.86,8.34,5.09,230,63,167,32,63,1.83,11.81,55,46.29,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"JONES, JALEN",13,"128:42",0.25,1.23,111.91,104.78,-7.13,0.53,23.38,11.02,12.01,11.51,47,29,18,14,6,1.73,2.71,48.94,48.75,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"POIRIER, VINCENT",34,"871:43",0.84,1.48,107.64,126.83,19.19,0.64,19.83,15.86,22.51,19.17,274,274,1,169,0,1.72,7.92,61.68,63.08,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SHENGELIA, TORNIKE",20,"489:50",0.97,1.4,108.7,103.5,-5.2,0.55,23.78,4.58,16.02,10.29,163,135,28,71,11,2.61,11.98,53.68,52.45,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"SHIELDS, SHAVON",33,"807:12",1.09,1.33,115.09,118.28,3.19,0.6,18.1,5.42,8.25,6.83,243,170,73,96,26,1.31,7.92,55.56,54.12,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"VILDOZA, LUCA",34,"766:10",2.25,1.22,111.29,112.16,0.87,0.55,21.09,2.01,9.93,5.96,253,108,145,48,54,2.61,28.01,50.99,47.19,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"VOIGTMANN, JOHANNES",33,"801:23",1.83,1.23,109.31,112.05,2.74,0.56,16.09,5.6,22.85,14.2,201,104,97,62,30,1.46,17.45,53.23,50.11,"2018-2019","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BLACK, TARIK",26,"559:21",0.49,1.71,108.77,125.95,17.18,0.71,20.42,11,18.04,14.38,167,166,1,116,0,1.21,6.02,69.46,63.83,"2018-2019","Maccabi FOX Tel Aviv"
"CALOIARO, ANGELO",30,"743:38",1.71,1.36,108.72,125.48,16.76,0.59,13.53,8.87,13.57,11.13,163,90,73,55,23,2.81,8.66,54.91,57,"2018-2019","Maccabi FOX Tel Aviv"
"COHEN, JAKE",25,"217:03",1.67,1.22,113.39,114.52,1.13,0.55,16.56,5.06,9.84,7.36,60,40,20,19,8,1.3,11.2,51.67,51.62,"2018-2019","Maccabi FOX Tel Aviv"
"DIBARTOLOMEO, JOHN",29,"298:21",4.71,1.12,111.14,122.28,11.14,0.52,22.16,5.89,9.55,7.65,122,29,93,12,32,2.27,18.62,49.18,48.87,"2018-2019","Maccabi FOX Tel Aviv"
"KANE, DEANDRE",25,"643:47",2.06,1.11,110.41,104.99,-5.42,0.49,17.44,5.46,11.62,8.42,180,109,71,56,22,2.37,16.02,49.44,48.68,"2018-2019","Maccabi FOX Tel Aviv"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"O'BRYANT, JOHNNY",30,"701:34",0.65,1.05,108.18,94.79,-13.39,0.49,26.43,4.7,24.7,14.31,303,182,121,82,37,1.13,9.72,45.38,42.47,"2018-2019","Maccabi FOX Tel Aviv"
"PARGO, JEREMY",11,"210:47",1.58,0.75,114.51,75.76,-38.75,0.33,24.86,1.04,9.57,5.14,80,43,37,11,8,0.8,21.85,28.75,34.68,"2018-2019","Maccabi FOX Tel Aviv"
"RAY, KENDRICK",17,"187:35",1.27,1.27,114.18,103.9,-10.28,0.55,22.5,0.59,8.23,4.26,64,40,24,17,11,0.9,17.1,52.34,46.64,"2018-2019","Maccabi FOX Tel Aviv"
"ROLL, MICHAEL",29,"624:01",2.39,1.19,112.93,118.21,5.28,0.57,20.26,3.52,8.18,5.76,222,136,86,70,35,1.81,22.08,55.18,51.38,"2018-2019","Maccabi FOX Tel Aviv"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"TYUS, ALEX",30,"549:04",0.36,1.5,106.63,124.47,17.84,0.67,16.17,7.81,18.37,12.89,146,146,1,97,0,1.44,2.58,66.44,62.94,"2018-2019","Maccabi FOX Tel Aviv"
"WILBEKIN, SCOTTIE",29,"718:52",1.88,1.18,112.9,110.54,-2.36,0.54,26.34,1.53,7.1,4.21,317,119,198,61,65,2.04,22.1,50,46.78,"2018-2019","Maccabi FOX Tel Aviv"
"ZOOSMAN, YOVEL",30,"443:06",1.52,1.23,109.04,108.08,-0.96,0.57,11.09,3.72,12.05,7.73,74,42,32,22,12,2.55,11.88,54.05,47.34,"2018-2019","Maccabi FOX Tel Aviv"
"ANTETOKOUNMPO, THANASIS",29,"349:39",0.64,1.42,106.56,114.29,7.73,0.62,15.63,6.2,10.77,8.45,86,64,22,44,7,3.55,4.25,63.37,56.14,"2018-2019","Panathinaikos OPAP Athens"
"CALATHES, NICK",33,"1022:16",2.8,0.97,107.67,99.58,-8.09,0.45,26.01,1.9,14.5,8.1,415,268,147,124,39,3.14,47.24,43.98,46.08,"2018-2019","Panathinaikos OPAP Athens"
"GIST, JAMES",33,"687:41",1.09,1.46,111.33,116.79,5.46,0.6,17.51,8.62,10.78,9.68,176,153,23,85,9,1.72,8.98,55.97,57.68,"2018-2019","Panathinaikos OPAP Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KILPATRICK, SEAN",15,"317:22",1.45,1.1,111.85,106.95,-4.9,0.52,21.78,1.08,8.16,4.56,125,77,48,38,16,2.31,8.67,49.6,47.16,"2018-2019","Panathinaikos OPAP Athens"
"LANGFORD, KEITH",25,"496:35",1.27,1.25,111.27,110.21,-1.06,0.54,26.11,1.84,11.14,6.41,213,149,64,66,25,1.93,9.92,48.59,50.77,"2018-2019","Panathinaikos OPAP Athens"
"LASME, STEPHANE",18,"291:17",0.47,1.38,108.09,107.67,-0.42,0.58,15.53,7.05,13.33,10.14,66,64,2,33,2,1.93,3.81,54.55,54.02,"2018-2019","Panathinaikos OPAP Athens"
"LEKAVICIUS, LUKAS",33,"357:48",1.69,1.2,114.54,104.55,-9.99,0.54,20.23,2.23,6.58,4.37,111,69,42,30,17,1.42,19.82,50,46.68,"2018-2019","Panathinaikos OPAP Athens"
"LOJESKI, MATT",25,"396:41",1.47,1.38,114.11,123.16,9.05,0.63,17.59,3.74,12.46,8.03,118,73,45,46,16,0.57,9.31,59.32,55.41,"2018-2019","Panathinaikos OPAP Athens"
"MITOGLOU, KONSTANTINOS",27,"372:11",0.47,1.19,111.98,108.73,-3.25,0.54,15.86,11.95,12.96,12.45,96,71,25,44,5,1.21,3.47,53.65,53.04,"2018-2019","Panathinaikos OPAP Athens"
"PAPAGIANNIS, GEORGIOS",26,"317:35",0.25,1.46,108.28,114.02,5.74,0.69,14.64,9.69,17.41,13.49,72,72,1,50,0,1.24,2.65,69.44,57.01,"2018-2019","Panathinaikos OPAP Athens"
"PAPAPETROU, IOANNIS",28,"714:04",1.25,1.33,109.73,116.77,7.04,0.59,16.1,4.47,14.83,9.57,189,114,75,70,25,1.74,6.79,56.88,54.39,"2018-2019","Panathinaikos OPAP Athens"
"PAPPAS, NIKOS",19,"341:14",1.47,1.17,112.23,102.6,-9.63,0.5,20.77,1,5.52,3.22,111,52,59,22,16,2.64,10.07,41.44,45.88,"2018-2019","Panathinaikos OPAP Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"THOMAS, DESHAUN",32,"717:55",0.61,1.25,111.92,111.31,-0.61,0.57,22.06,6.19,13.28,9.68,267,174,93,97,33,1.41,4.88,54.87,51.62,"2018-2019","Panathinaikos OPAP Athens"
"VOUGIOUKAS, IAN",21,"213:24",2.12,1.51,112.44,128.04,15.6,0.64,17.16,8.02,13.23,10.58,57,56,1,34,0,0.53,13.45,59.65,64.19,"2018-2019","Panathinaikos OPAP Athens"
"AYON, GUSTAVO",31,"609:21",2.25,1.53,100.49,125.8,25.31,0.66,18.66,8.3,25.41,17.34,169,169,1,113,0,2.14,25.55,66.86,62.11,"2018-2019","Real Madrid"
"CAMPAZZO, FACUNDO",34,"802:50",2.46,1.28,104.62,112.01,7.39,0.55,20.49,1.5,10.71,6.37,231,116,115,46,43,3.72,33.78,47.84,47.93,"2018-2019","Real Madrid"
"CARROLL, JAYCEE",31,"501:11",1.23,1.26,113.37,117.94,4.57,0.58,25.01,3.36,4.08,3.74,224,116,108,62,37,0.76,5.64,52.46,50.65,"2018-2019","Real Madrid"
"CAUSEUR, FABIEN",35,"493:13",1.17,1.24,110.2,103.26,-6.94,0.57,21.81,3.66,9.81,6.91,164,111,53,56,22,1.32,16.41,54.27,46.78,"2018-2019","Real Madrid"
"DECK, GABRIEL",31,"455:59",0.91,1.62,111.11,118.8,7.69,0.66,13.36,6.86,11.08,9.09,84,66,18,44,6,0.72,7.04,63.1,57.59,"2018-2019","Real Madrid"
"FERNANDEZ, RUDY",31,"634:07",3.32,1.34,107.77,126.58,18.81,0.6,19.59,3.8,11.19,7.7,208,51,157,20,65,2.06,20.79,56.49,50.85,"2018-2019","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"LLULL, SERGIO",27,"577:16",3.34,1.1,110.92,112.38,1.46,0.51,25.99,0.63,9.31,5.21,257,92,165,39,53,1.13,30.68,46.11,45.87,"2018-2019","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PREPELIC, KLEMEN",21,"190:55",2.69,1.18,111.2,109.6,-1.6,0.51,23.09,1.89,9.01,5.65,68,29,39,15,11,0.85,29.22,46.32,48.44,"2018-2019","Real Madrid"
"RANDOLPH, ANTHONY",33,"746:30",1.2,1.4,107.11,121.92,14.81,0.62,23.31,3.87,17,10.8,295,150,145,83,60,1.24,7.03,58.64,53.67,"2018-2019","Real Madrid"
"REYES, FELIPE",23,"204:07",0.35,1.72,106.93,119.05,12.12,0.69,20.06,11.21,15.28,13.36,54,53,1,32,0,1.86,4.84,59.26,57.09,"2018-2019","Real Madrid"
"TAVARES, WALTER",34,"658:56",0.55,1.92,101.03,129.82,28.79,0.78,14.9,13.52,22.52,18.27,131,131,1,104,0,1.16,5.76,79.39,65.01,"2018-2019","Real Madrid"
"TAYLOR, JEFFERY",34,"620:16",2.33,1.42,111.97,126.52,14.55,0.65,12.94,3.69,6.07,4.94,133,66,67,41,30,0.96,12.17,64.66,54.94,"2018-2019","Real Madrid"
"THOMPKINS, TREY",24,"416:37",0.73,1.31,106.32,112.63,6.31,0.61,21.77,3.18,19.36,11.72,154,80,74,46,29,1.44,6.58,58.12,48.43,"2018-2019","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BIRUTIS, LAURYNAS",17,"118:08",0.18,1.59,113.01,100.64,-12.37,0.63,20.62,8.08,8.43,8.26,29,29,1,17,0,0.95,3.18,58.62,51.67,"2018-2019","Zalgiris Kaunas"
"DAVIES, BRANDON",34,"823:06",1.03,1.53,108.45,116.82,8.37,0.62,28.41,10.27,18.75,14.7,315,315,1,176,0,2.26,17.57,55.87,58.82,"2018-2019","Zalgiris Kaunas"
"GRIGONIS, MARIUS",34,"706:28",1.43,1.57,113.21,118.33,5.12,0.64,20.01,1.35,11.62,6.72,189,112,77,54,34,1.6,16.91,55.56,51.84,"2018-2019","Zalgiris Kaunas"
"JANKUNAS, PAULIUS",17,"272:59",0.94,1.47,112.17,111.97,-0.2,0.6,19.79,5,19.14,12.4,72,68,4,35,1,0.62,10.75,50.69,54.36,"2018-2019","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KAVALIAUSKAS, ANTANAS",20,"235:50",1.18,1.5,109.6,116.63,7.03,0.64,20.98,7.52,18.99,13.52,68,68,1,40,0,1.67,16.71,58.82,57.44,"2018-2019","Zalgiris Kaunas"
"MILAKNIS, ARTURAS",34,"785:38",1.3,1.28,114.88,115.76,0.88,0.59,14.63,1.74,6.18,4.06,186,42,144,15,60,1.58,6.57,56.45,44.89,"2018-2019","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"THOMPSON, DEON",17,"234:04",0.75,1.38,109.02,112.45,3.43,0.59,17.37,11.66,17.01,14.46,58,57,1,34,0,1.93,7.23,58.62,57.22,"2018-2019","Zalgiris Kaunas"
"ULANOVAS, EDGARAS",34,"849:03",1.15,1.36,113.81,111.68,-2.13,0.57,15.29,6.27,10.99,8.74,180,115,65,56,23,1.26,9.28,50.28,51.15,"2018-2019","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"WALKUP, THOMAS",34,"572:11",1.88,1.24,111.47,108.29,-3.18,0.57,17.55,4.29,15.44,10.12,142,98,44,56,13,1.77,23.55,53.17,50.19,"2018-2019","Zalgiris Kaunas"
"WALTON JR, DERRICK",17,"214:32",1.72,1.32,112.4,99.13,-13.27,0.52,23.88,0.64,11.02,6.07,59,36,23,13,7,2.1,34.33,39.83,45.11,"2018-2019","Zalgiris Kaunas"
"WESTERMANN, LEO",27,"466:12",1.38,1.29,112.37,99.1,-13.27,0.57,22.58,1.76,12.81,7.54,133,45,88,16,37,1.81,28.93,53.76,41.39,"2018-2019","Zalgiris Kaunas"
"WHITE, AARON",34,"846:42",0.82,1.5,113.28,119.85,6.57,0.62,15.46,5.64,15.73,10.91,187,145,42,83,14,0.8,4.83,55.61,57.79,"2018-2019","Zalgiris Kaunas"
"WOLTERS, NATE",28,"640:50",2.59,1.22,111.65,114.53,2.88,0.57,25.21,1.7,13.79,8.02,258,190,68,107,25,2.02,35.11,56.01,53.11,"2018-2019","Zalgiris Kaunas"
"BAEZ, EULIS",22,"456:48",1.55,1.26,118.09,109.68,-8.41,0.55,16.44,5.34,17.21,10.83,117,70,47,35,15,2.29,12.63,49.15,50.01,"2018-2019","Herbalife Gran Canaria"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BALVIN, ONDREJ",29,"540:19",0.76,1.52,117.91,114.98,-2.93,0.65,15.99,10.26,23.38,16.32,126,126,1,81,0,1.02,8.77,64.29,57.87,"2018-2019","Herbalife Gran Canaria"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"ERIKSSON, MARCUS",29,"540:46",1.41,1.27,122.4,118.31,-4.09,0.6,23.68,1.43,7.63,4.3,237,90,147,44,61,1.83,8.8,57.17,47.39,"2018-2019","Herbalife Gran Canaria"
"EVANS, CHRISTOPHER",12,"225:32",1.08,1.28,122.22,113.93,-8.29,0.58,24.89,6.88,9.71,8.19,96,63,33,31,14,1.46,11.55,54.17,50.69,"2018-2019","Herbalife Gran Canaria"
"FISCHER, LUKE",13,"108:37",0.4,1.57,120.45,112.81,-7.64,0.6,19.43,13.27,15.42,14.27,30,30,1,19,0,1.01,3.52,63.33,59.39,"2018-2019","Herbalife Gran Canaria"
"HANNAH, CLEVIN",18,"367:45",1.52,1.33,119.78,103.48,-16.3,0.57,24.79,1.81,8.06,4.7,126,70,56,36,17,2.84,32.85,48.81,45.72,"2018-2019","Herbalife Gran Canaria"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MAGETTE, JOSH",6,"107:08",2.9,0.43,123.71,70.09,-53.62,0.2,18.59,1.03,4.81,2.78,30,15,15,1,3,1.54,40.93,18.33,29.69,"2018-2019","Herbalife Gran Canaria"
"OLIVER, ALBERT",28,"409:01",2.45,1.03,123.62,99.99,-23.63,0.46,18.86,3.79,7.25,5.39,111,63,48,20,16,1.21,37.23,39.64,43.07,"2018-2019","Herbalife Gran Canaria"
"PASECNIKS, ANZEJS",22,"371:09",0.64,1.2,119.55,106.49,-13.06,0.51,21.7,12.25,13.2,12.68,132,125,7,63,1,1.63,4.61,48.86,54.44,"2018-2019","Herbalife Gran Canaria"
"PAULI,  ORIOL",29,"407:32",1.17,1.2,120.13,94.66,-25.47,0.51,21.58,2.99,17.08,9.51,127,85,42,51,6,1.22,18,47.24,46.58,"2018-2019","Herbalife Gran Canaria"
"RABASEDA, XAVIER",28,"559:13",1.06,1.18,117.16,100.19,-16.97,0.53,16.63,3.17,11.29,6.93,147,63,84,33,27,3.25,10.58,50,43.4,"2018-2019","Herbalife Gran Canaria"
"RADICEVIC, NIKOLA",14,"236:49",2.2,1.25,123.49,104.7,-18.79,0.55,18.69,1.87,9.8,5.54,59,36,23,19,6,0.93,39.15,47.46,46.95,"2018-2019","Herbalife Gran Canaria"
"STRAWBERRY, DJ",29,"631:03",1.27,1.08,120.98,94.56,-26.42,0.48,22.76,1.58,8.99,5.01,229,121,108,49,35,2.09,15.69,44.32,42.03,"2018-2019","Herbalife Gran Canaria"
"TILLIE, KIM",29,"494:09",0.66,1.25,119.97,106.65,-13.32,0.58,18.39,6.28,12.78,9.29,151,63,88,33,36,1.89,6.88,57.62,44.95,"2018-2019","Herbalife Gran Canaria"
"VENE, SIIM-SANDER",18,"270:34",1.67,1.37,122.19,124.46,2.27,0.63,18.4,2.46,7.62,4.85,90,36,54,22,21,1.83,6.85,59.44,52.4,"2018-2019","Herbalife Gran Canaria"
"WILEY, JACOB",7,"151:28",0.31,1.4,118.89,105.01,-13.88,0.64,21.22,6.59,7.66,7.08,50,49,1,31,0,2.18,5.34,62,52.15,"2018-2019","Herbalife Gran Canaria"
"BAROVIC, FILIP",28,"339:15",0.75,1.32,119.44,99.42,-20.02,0.52,20.66,8.99,16.53,12.49,92,92,1,43,0,2.05,9.31,46.74,51.4,"2018-2019","Buducnost VOLI Podgorica"
"BELL, JAMES",16,"310:16",0.53,1.04,123.56,92.59,-30.97,0.5,14.5,2.55,11.77,6.83,72,21,51,8,17,1.31,4.19,46.53,36.05,"2018-2019","Buducnost VOLI Podgorica"
"BITADZE, GOGA",13,"314:41",0.83,1.69,115.83,122.05,6.22,0.63,22.39,11.85,20.72,15.97,93,77,16,46,5,1.11,8.92,57.53,60.79,"2018-2019","Buducnost VOLI Podgorica"
"CLARK, EARL",29,"798:25",0.67,1.04,121.74,94.95,-26.79,0.48,24.59,3.11,14.05,8.19,328,225,103,91,40,1.6,6.82,46.04,42.85,"2018-2019","Buducnost VOLI Podgorica"
"CLARKE, COTY",29,"635:55",1.15,1.18,118.83,106.83,-12,0.54,16.47,5.15,19.49,11.81,167,131,36,61,15,2.46,8.45,50,49.62,"2018-2019","Buducnost VOLI Podgorica"
"COLE, NORRIS",15,"399:35",1.47,1.23,123.63,105.75,-17.88,0.57,33,1.98,10.77,6.06,203,153,50,81,19,1.74,38.68,53.94,48.49,"2018-2019","Buducnost VOLI Podgorica"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"GORDIC, NEMANJA",30,"700:19",2.04,1.01,124.9,96.16,-28.74,0.47,21.04,1.45,7.82,4.41,225,146,79,63,24,1.58,26.94,44,43.54,"2018-2019","Buducnost VOLI Podgorica"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"IVANOVIC, NIKOLA",8,"156:39",4.14,1.12,122.92,116.89,-6.03,0.51,19.62,5.05,6.66,5.8,50,23,27,10,9,2.59,32.17,47,50.19,"2018-2019","Buducnost VOLI Podgorica"
"JACKSON, EDWIN",30,"791:55",1.22,1.24,124.67,108.29,-16.38,0.58,18.86,3,9.06,5.81,237,118,119,53,51,1.47,12.51,54.64,45.5,"2018-2019","Buducnost VOLI Podgorica"
"NIKOLIC, DANILO",26,"370:21",1,1.32,123.25,122.05,-1.2,0.61,16.74,7.32,13.03,9.97,106,47,59,28,24,1.1,4.85,60.38,52.66,"2018-2019","Buducnost VOLI Podgorica"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"OMIC, ALEN",15,"315:43",0.94,1.4,123.02,119.06,-3.96,0.62,19.43,11.81,15.7,13.62,95,92,3,57,1,0.92,9.88,61.58,59.32,"2018-2019","Buducnost VOLI Podgorica"
"POPOVIC, PETAR",21,"285:02",1.67,1.23,123.98,107.94,-16.04,0.56,18.62,1.98,6.41,4.04,83,59,24,27,11,2.04,15.57,52.41,48.91,"2018-2019","Buducnost VOLI Podgorica"
"SEHOVIC, SUAD",22,"312:10",5,1.39,122.65,141.14,18.49,0.67,10.06,2.53,14.21,7.95,59,4,55,4,23,1.49,5.25,65.25,52.1,"2018-2019","Buducnost VOLI Podgorica"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BAYGUL, MUHAMMED",22,"295:53",0.78,1.16,122.03,93.29,-28.74,0.51,20.42,5.65,11.09,8.3,87,58,29,24,10,1.33,12.31,44.83,42.58,"2018-2019","Darussafaka Tekfen Istanbul"
"BROWN, MARKEL",20,"349:10",2.38,0.99,123.44,98.84,-24.6,0.45,17,3.51,7.38,5.4,98,44,54,20,14,1.12,18.31,41.84,44.15,"2018-2019","Darussafaka Tekfen Istanbul"
"DEMIR, BERK",28,"255:42",0.5,1.06,118.97,97.91,-21.06,0.49,15.31,9.16,16.96,12.96,63,35,28,18,7,0.88,4.61,45.24,43.94,"2018-2019","Darussafaka Tekfen Istanbul"
"DIEBLER, JON",28,"510:44",1.89,1.08,124.04,104.81,-19.23,0.51,12.52,1.53,6.88,4.14,110,30,80,10,29,1.1,10.82,48.64,40.98,"2018-2019","Darussafaka Tekfen Istanbul"
"DOUGLAS, TONEY",20,"551:15",1.74,1.16,117.65,106.07,-11.58,0.53,27.8,3.84,9.99,6.84,251,139,112,66,37,3.36,28.75,48.41,46.55,"2018-2019","Darussafaka Tekfen Istanbul"
"ERIC, MICHAEL",29,"588:53",0.38,1.34,119.15,100.67,-18.48,0.57,28.12,12.31,16.12,14.17,239,239,1,129,0,0.76,8.98,53.97,51.42,"2018-2019","Darussafaka Tekfen Istanbul"
"EVANS, JEREMY",27,"701:08",0.92,1.41,116.94,124.04,7.1,0.64,15.66,8.43,17.72,12.96,187,129,58,84,22,1.44,5.81,62.57,58.04,"2018-2019","Darussafaka Tekfen Istanbul"
"KIDD, STANTON",30,"653:08",1.24,1.04,120.29,97.91,-22.38,0.48,17.68,3.07,13.1,7.96,197,102,95,50,27,1.54,9.61,45.94,43.78,"2018-2019","Darussafaka Tekfen Istanbul"
"KOSUT, EMIRCAN",15,"122:38",0.73,1.2,119.21,97.68,-21.53,0.54,21.61,7.28,9.56,8.39,40,37,3,20,0,1.83,12.34,50,48.47,"2018-2019","Darussafaka Tekfen Istanbul"
