"Player","Games","Min","Ast.To","PPS","DRTG","ORTG","NRTG","TS.","USG.","ORB.","DRB.","TRB.","FGA","FGA2","FGA3","FGM2","FGM3","StlPer","AstPer","eFGPer","FloorPer","Season","Team"
"MOERMAN, ADRIEN",30,"667:46",1.07,1.12,109.68,107.52,-2.16,0.54,17.48,7.04,20.76,14.18,204,99,105,57,34,1.61,6.91,52.94,46.81,"2017-2018","FC Barcelona Lassa"
"NAVARRO, JUAN CARLOS",22,"342:30",1.78,1.13,117.05,103.67,-13.38,0.51,24.61,2.11,5.83,4.05,134,50,84,18,28,1.16,18.98,44.78,42.94,"2017-2018","FC Barcelona Lassa"
"ORIOLA, PIERRE",27,"507:15",0.89,1.56,114.27,126.5,12.23,0.65,18.24,8.55,12.68,10.7,144,112,32,66,15,0.78,5.21,61.46,60.2,"2017-2018","FC Barcelona Lassa"
"PRESSEY, PHIL",18,"225",2.06,1.07,110.51,98,-12.51,0.49,21.02,0,14.06,7.32,74,39,35,21,9,2.47,25.52,46.62,44.18,"2017-2018","FC Barcelona Lassa"
"RIBAS, PAU",28,"498:43",2.15,1.47,113.31,121.27,7.96,0.69,17.06,1.45,8.45,5.09,128,38,90,21,43,2.27,26.46,66.8,48.19,"2017-2018","FC Barcelona Lassa"
"SANDERS, RAKIM",15,"304:25",1.17,1.06,106.96,102.1,-4.86,0.5,23.1,4.35,12.75,8.73,126,78,48,37,16,4.09,7.78,48.41,45.34,"2017-2018","FC Barcelona Lassa"
"SERAPHIN, KEVIN",15,"304:10",0.5,1.44,110.73,107.15,-3.58,0.61,28.58,9.9,17.5,13.86,126,125,1,73,0,0.74,8.77,57.94,54.68,"2017-2018","FC Barcelona Lassa"
"TOMIC, ANTE",28,"520:24",1.41,1.53,111.69,120.49,8.8,0.63,23.23,11.11,18.75,15.09,178,177,1,110,0,0.87,15.62,61.8,61.12,"2017-2018","FC Barcelona Lassa"
"VEZENKOV, SASHA",13,"151:54",3.5,1.31,111.07,128.85,17.78,0.56,13.72,8.72,16.06,12.55,35,17,18,11,4,1.86,6.92,48.57,57.92,"2017-2018","FC Barcelona Lassa"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DATOME, LUIGI",35,"836:18",1.12,1.36,112.87,120.73,7.86,0.63,18.71,3.75,14.02,9.14,247,130,117,68,52,0.99,7.97,59.11,51.26,"2017-2018","Fenerbahce Dogus Istanbul"
"DUVERIOGLU, AHMET",27,"241:42",1.75,1.64,109.93,130.69,20.76,0.68,15.95,10.72,14.81,12.86,55,55,1,39,0,1.72,10.49,70.91,66.55,"2017-2018","Fenerbahce Dogus Istanbul"
"GUDURIC, MARKO",36,"596:35",1.82,1.5,112.8,125.1,12.3,0.69,18.5,3.66,8.27,6.08,161,78,83,51,37,2.59,20.43,66.15,53.6,"2017-2018","Fenerbahce Dogus Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KALINIC, NIKOLA",19,"332:01",1.05,1.25,114.75,104.93,-9.82,0.58,17.41,3.7,7.81,5.85,83,48,35,31,10,1.61,11.74,55.42,47.61,"2017-2018","Fenerbahce Dogus Istanbul"
"MAHMUTOGLU, MELIH",21,"140:56",1.67,0.88,115.96,94.23,-21.73,0.42,16.29,0.97,7.88,4.6,40,19,21,7,6,1.27,5.71,40,38.92,"2017-2018","Fenerbahce Dogus Istanbul"
"MELLI, NICOLO",36,"952:39",1.63,1.46,110.31,125.72,15.41,0.63,15.94,7.87,16.06,12.17,219,140,79,76,34,2.06,10.88,57.99,56.96,"2017-2018","Fenerbahce Dogus Istanbul"
"MUHAMMED, ALI",21,"237:50",3.12,1.32,114.33,129.75,15.42,0.64,26.68,2.87,9.34,6.26,111,33,78,16,36,1.75,21.23,63.06,50.6,"2017-2018","Fenerbahce Dogus Istanbul"
"NUNNALLY, JAMES",29,"597:09",1.22,1.55,112.97,126.43,13.46,0.7,19.36,2.97,9.71,6.51,174,91,83,48,46,2.09,11.74,67.24,53.01,"2017-2018","Fenerbahce Dogus Istanbul"
"SLOUKAS, KOSTAS",35,"868:50",2.65,1.3,114.76,117.86,3.1,0.57,22.57,2.82,9.8,6.49,271,158,113,73,43,1.44,37.3,50.74,51.4,"2017-2018","Fenerbahce Dogus Istanbul"
"THOMPSON, JASON",36,"577:20",0.88,1.31,109.94,107.06,-2.88,0.56,17.51,9.21,21.59,15.71,137,137,1,73,0,0.51,8.85,53.28,54.03,"2017-2018","Fenerbahce Dogus Istanbul"
"VESELY, JAN",34,"904:51",1.04,1.62,110.91,124.93,14.02,0.65,21.64,12.81,12.14,12.46,261,261,1,159,0,2.1,10.89,60.92,62.95,"2017-2018","Fenerbahce Dogus Istanbul"
"WANAMAKER, BRAD",36,"939:59",2.6,1.31,111.09,117.85,6.76,0.55,23.29,3.05,9.98,6.68,312,192,120,88,40,3.03,25.42,47.44,53.1,"2017-2018","Fenerbahce Dogus Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BOGRIS, GEORGIOS",17,"117:09",0.86,0.78,107.79,77.63,-30.16,0.33,12.12,11.23,18.71,15.04,18,18,1,6,0,0.48,8.61,33.33,38.94,"2017-2018","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MANTZARIS, VANGELIS",31,"609:35",2.48,1.13,108.5,106.42,-2.08,0.49,13.4,2.35,10.22,6.36,121,30,91,14,25,2.02,17.47,42.56,45.02,"2017-2018","Olympiacos Piraeus"
"MCLEAN, JAMEL",32,"576:09",0.67,1.64,106.88,111.76,4.88,0.6,23.79,12.46,18.22,15.39,169,165,4,92,1,1.26,11.1,55.33,57.75,"2017-2018","Olympiacos Piraeus"
"MILUTINOV, NIKOLA",29,"630:15",0.9,1.73,105.77,129.8,24.03,0.69,16.91,12.72,18.12,15.47,147,147,1,96,0,1.42,9,65.31,64.95,"2017-2018","Olympiacos Piraeus"
"PAPANIKOLAOU, KOSTAS",28,"673:36",1.38,1.58,105.59,115.65,10.06,0.62,16.87,5.15,15.75,10.55,147,80,67,44,25,2.24,15.84,55.44,53.08,"2017-2018","Olympiacos Piraeus"
"PAPAPETROU, IOANNIS",31,"680:34",1,1.05,109.09,102.75,-6.34,0.49,17.31,5.1,14.07,9.66,201,117,84,59,24,0.91,5.89,47.26,46.7,"2017-2018","Olympiacos Piraeus"
"PRINTEZIS, GEORGIOS",28,"716:32",1.11,1.22,107.61,108.38,0.77,0.54,24.23,6.51,18.51,12.62,277,210,67,106,23,1.02,11.98,50.72,51.67,"2017-2018","Olympiacos Piraeus"
"ROBERTS, BRIAN",32,"592:12",1.29,1.38,110.3,112.24,1.94,0.6,18.51,1.41,9.15,5.35,160,86,74,35,32,1.42,14.26,51.88,47.32,"2017-2018","Olympiacos Piraeus"
"SPANOULIS, VASSILIS",24,"631:56",1.61,1.27,111.48,102.36,-9.12,0.54,31.03,0.95,5.84,3.44,265,135,130,64,41,1.42,44.19,47.36,45.55,"2017-2018","Olympiacos Piraeus"
"STRELNIEKS, JANIS",34,"676:16",2.45,1.39,110.8,120.95,10.15,0.6,17.66,0.35,6.99,3.73,184,82,102,41,39,1.57,19.89,54.08,51.25,"2017-2018","Olympiacos Piraeus"
"THOMPSON, HOLLIS",28,"422:08",1.33,1.14,106.89,105.39,-1.5,0.5,20.75,7.37,13.66,10.57,139,90,49,45,13,2.12,11.18,46.4,49.8,"2017-2018","Olympiacos Piraeus"
"TILLIE, KIM",10,"161:27",0.5,1.41,110.13,101.64,-8.49,0.63,12.36,5.19,12.15,8.73,27,13,14,5,8,0.69,5.48,62.96,42.83,"2017-2018","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"WILTJER, KYLE",24,"231:31",0.5,1.3,109.48,118.75,9.27,0.61,20.49,4.13,12.95,8.62,84,34,50,19,21,0.97,2.74,60.12,49.53,"2017-2018","Olympiacos Piraeus"
"ANDERSON, JAMES",31,"674:42",1.44,1.24,115.17,113.53,-1.64,0.58,20.11,2.91,12.11,7.49,231,112,119,64,41,1.74,10.69,54.33,48.8,"2017-2018","Khimki Moscow Region"
"GILL, ANTHONY",32,"828:26",0.76,1.65,115.42,125.06,9.64,0.69,18.69,6.83,13.53,10.16,228,159,69,101,33,1.13,7.23,66.01,58.35,"2017-2018","Khimki Moscow Region"
"HONEYCUTT, TYLER",17,"360:58",1.15,1.34,105.43,112.64,7.21,0.62,20.75,5.12,24.58,14.8,116,63,53,29,26,3.09,15.28,58.62,47.48,"2017-2018","Khimki Moscow Region"
"JENKINS, CHARLES",34,"726:48",2.38,1.31,116,119.72,3.72,0.61,12.09,2.38,6.75,4.55,143,61,82,28,37,2.59,12.92,58.39,49.55,"2017-2018","Khimki Moscow Region"
"MARKOVIC, STEFAN",33,"782:10",2.59,1.01,113.54,100.69,-12.85,0.45,14.63,1.92,9.55,5.72,164,70,94,27,25,3.15,25.78,39.33,43.14,"2017-2018","Khimki Moscow Region"
"MONIA, SERGEY",32,"397:52",2.31,1.19,116.81,116.86,0.05,0.57,13.01,4.65,8.8,6.71,86,25,61,12,24,1.18,15.35,55.81,46.49,"2017-2018","Khimki Moscow Region"
"ROBINSON, THOMAS",20,"311:32",0.38,1.15,106.13,98.18,-7.95,0.48,29.94,18.17,25.48,21.81,142,141,1,69,0,2.45,5.41,48.59,50.61,"2017-2018","Khimki Moscow Region"
"SHVED, ALEXEY",34,"1095:10",1.68,1.26,115.83,109.03,-6.8,0.55,34.9,0.84,8.53,4.67,587,263,324,132,107,2.36,34,49.83,47.3,"2017-2018","Khimki Moscow Region"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"THOMAS, MALCOLM",34,"725:37",1.81,1.35,112.55,124.05,11.5,0.59,16.22,11.78,15.12,13.44,186,145,41,88,11,2.19,12.06,56.18,59.1,"2017-2018","Khimki Moscow Region"
"TODOROVIC, MARKO",27,"282:03",0.85,1.26,112.7,101.71,-10.99,0.57,14.52,8.6,14.9,11.74,57,57,1,32,0,1.67,10.34,56.14,50.14,"2017-2018","Khimki Moscow Region"
"VIALTSEV, EGOR",30,"349:09",1.22,1.42,118.81,114.73,-4.08,0.64,15.75,1.65,7.02,4.32,84,22,62,11,26,1.35,10.67,59.52,45.91,"2017-2018","Khimki Moscow Region"
"ZAYTSEV, VYACHESLAV",20,"103:43",2,0.89,118.18,90.66,-27.52,0.4,12.23,2.23,9,5.6,18,8,10,3,2,0.57,17.85,33.33,38.5,"2017-2018","Khimki Moscow Region"
"ZUBKOV, ANDREY",15,"155:22",0.62,1.07,116.02,92.03,-23.99,0.48,18.01,4.46,16.53,10.47,44,26,18,12,6,0.76,5.54,47.73,42.01,"2017-2018","Khimki Moscow Region"
"BEAUBOIS, RODRIGUE",33,"704:11",1.51,1.3,113.34,118.21,4.87,0.61,26.25,2.7,11.11,7.01,315,180,135,103,54,1.93,15.53,58.41,51.38,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DIOP, ILIMANE",25,"237:52",0.73,1.63,114.12,121.54,7.42,0.63,16.77,9.06,12.14,10.64,54,47,7,27,2,0.71,5.25,55.56,59.82,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"GARINO, PATRICIO",23,"347:23",0.68,1.35,109.96,102.06,-7.9,0.57,16,2.92,10.74,6.93,77,55,22,30,6,3.75,6.55,50.65,47.99,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"GRANGER, JAYSON",31,"671:10",2.52,1.19,116.57,112.19,-4.38,0.56,23.57,1.13,9.5,5.43,241,125,116,59,47,1.27,39.19,53.73,48.1,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"HUERTAS, MARCELINHO",29,"480:43",2.44,1.21,119.66,110.85,-8.81,0.54,20.5,1.85,5.76,3.85,140,96,44,39,19,0.47,34.03,48.21,48.55,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"JANNING, MATT",34,"760:07",2.17,1.21,115.67,117.21,1.54,0.58,17.21,0.67,8.55,4.71,232,72,160,38,62,1.64,10.84,56.47,46.51,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"JONES, KEVIN",11,"157:13",6,1.27,113.36,133.98,20.62,0.61,13.73,6.45,14.55,10.6,41,21,20,14,7,1.44,6.07,59.76,58.74,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"MALMANIS, RINALDS",11,"132:08",3.5,1.23,113.48,122.49,9.01,0.53,10.27,5.76,13.66,9.81,22,14,8,6,3,1.71,7.63,47.73,55.64,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"POIRIER, VINCENT",34,"607:23",1.03,1.45,108.1,121.57,13.47,0.61,21.13,13.77,22.19,18.09,192,192,1,110,0,1.77,9.63,57.29,60.55,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"SHENGELIA, TORNIKE",33,"841:15",1.41,1.52,110.31,121.12,10.81,0.63,24.12,7.99,21.03,14.68,297,251,46,154,15,1.75,15.24,59.43,59.61,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"TIMMA, JANIS",33,"751:01",1.11,1.39,114.61,118.07,3.46,0.65,15.19,4.89,8.01,6.49,180,49,131,33,54,2.26,8.65,63.33,48.21,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"VILDOZA, LUCA",24,"316:13",1.36,1.29,114.04,99.71,-14.33,0.57,20.14,2,9.52,5.86,83,32,51,14,21,2.15,23.77,54.82,42.12,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"VOIGTMANN, JOHANNES",34,"723:50",1.53,1.6,113.16,129.61,16.45,0.71,16.68,6.65,18.62,12.79,185,133,52,85,30,1.1,12.59,70.27,59.51,"2017-2018","KIROLBET Baskonia Vitoria Gasteiz"
"BOLDEN, JONAH",29,"612:52",1.5,1.26,107.81,110.85,3.04,0.56,15.89,6,22.81,14.26,158,86,72,54,23,3,11.45,56.01,51.31,"2017-2018","Maccabi FOX Tel Aviv"
"COHEN, JAKE",19,"143:45",1,1.26,117.82,117.43,-0.39,0.56,12.75,7.52,15.56,11.47,31,23,8,10,4,0.75,4.16,51.61,53.98,"2017-2018","Maccabi FOX Tel Aviv"
"COLE, NORRIS",28,"687:34",1.8,1.12,116.08,101.63,-14.45,0.5,28.13,0.47,10.74,5.52,316,247,69,110,22,2.36,26.83,45.25,47.75,"2017-2018","Maccabi FOX Tel Aviv"
"DIBARTOLOMEO, JOHN",28,"359:42",3.17,1.04,116.25,106.95,-9.3,0.46,14.71,3.01,10.57,6.72,89,40,49,15,14,2.25,15.4,40.45,46.92,"2017-2018","Maccabi FOX Tel Aviv"
"JACKSON, PIERRE",29,"743:22",1.6,1.3,116.85,108.14,-8.71,0.56,28.62,1.75,10.98,6.29,324,177,147,79,54,2.04,28.15,49.38,47.74,"2017-2018","Maccabi FOX Tel Aviv"
"KANE, DEANDRE",30,"701:19",1.7,1.28,115.79,109.6,-6.19,0.55,15.97,6.63,12.28,9.41,172,134,38,77,11,2,14.01,54.36,53.88,"2017-2018","Maccabi FOX Tel Aviv"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PARAKHOUSKI, ARTSIOM",30,"486:30",0.43,1.54,112.9,125.36,12.46,0.65,19.15,12.67,13.56,13.11,149,149,1,94,0,1.78,3.58,63.09,63.56,"2017-2018","Maccabi FOX Tel Aviv"
"ROLL, MICHAEL",29,"761",3.23,1.29,121.37,122.32,0.95,0.59,15.32,1.26,7.37,4.26,206,130,76,66,31,0.7,16.93,54.61,54.28,"2017-2018","Maccabi FOX Tel Aviv"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"THOMAS, DESHAUN",28,"679:07",1.27,1.13,118.96,109.18,-9.78,0.53,22.92,4.14,11.03,7.53,285,198,87,90,37,1.11,8.38,51.05,49.49,"2017-2018","Maccabi FOX Tel Aviv"
"TYUS, ALEX",30,"599:23",0.26,1.39,114.1,121.35,7.25,0.61,17.59,11.72,15.67,13.66,180,180,1,111,0,1.35,1.43,61.67,62.21,"2017-2018","Maccabi FOX Tel Aviv"
"ZOOSMAN, YOVEL",14,"112:35",1.8,1.25,117.83,112.88,-4.95,0.59,11,2.88,7.95,5.37,20,9,11,5,4,1.92,11.64,55,47.87,"2017-2018","Maccabi FOX Tel Aviv"
"ANTETOKOUNMPO, THANASIS",33,"372:41",0.86,1.34,109.73,112.8,3.07,0.57,15.77,8.06,15.05,11.46,89,75,14,43,4,1.55,5.5,55.06,56.07,"2017-2018","Panathinaikos Superfoods Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CALATHES, NICK",31,"899:29",3.56,1.19,107.76,116.3,8.54,0.53,27.02,2.57,13.42,7.85,378,262,116,146,34,3.46,54.08,52.12,54.12,"2017-2018","Panathinaikos Superfoods Athens"
"DENMON, MARCUS",28,"365:28",1.81,1.2,113.91,114.22,0.31,0.57,20.82,2.85,4.67,3.73,130,46,84,18,35,2.05,14,54.23,45.57,"2017-2018","Panathinaikos Superfoods Athens"
"GABRIEL, KENNY",33,"372:55",0.7,1.01,108.63,103.17,-5.46,0.48,14.49,8.06,17.65,12.73,94,28,66,17,19,1.55,3.05,48.4,43.43,"2017-2018","Panathinaikos Superfoods Athens"
"GIST, JAMES",34,"862:57",0.89,1.39,110.87,117.43,6.56,0.6,18.17,8.84,12.01,10.38,240,192,48,119,12,1.87,7.03,57.08,57.55,"2017-2018","Panathinaikos Superfoods Athens"
"JAMES, MIKE",12,"306:15",3.06,1.24,109.4,116.14,6.74,0.55,30.84,1.51,11.54,6.39,157,95,62,60,15,3.01,34.25,52.55,54.26,"2017-2018","Panathinaikos Superfoods Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"LEKAVICIUS, LUKAS",31,"392:51",1.66,1.32,115.7,109.76,-5.94,0.6,16.16,2.35,6.83,4.53,91,56,35,26,17,1.03,20.28,56.59,47.27,"2017-2018","Panathinaikos Superfoods Athens"
"LOJESKI, MATT",27,"503:48",1.12,1.21,113.87,113.27,-0.6,0.59,14.47,3.21,12.1,7.54,126,60,66,28,30,0.92,6.32,57.94,46.71,"2017-2018","Panathinaikos Superfoods Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PAPPAS, NIKOS",32,"562:07",0.72,1.26,113.53,101.6,-11.93,0.54,24.67,1.44,6.07,3.69,208,122,86,60,28,2.05,8.97,49.04,46.41,"2017-2018","Panathinaikos Superfoods Athens"
"PAYNE, ADREIAN",12,"118:56",0.17,1.33,109.51,97.65,-11.86,0.53,27.26,16.52,17.42,16.96,43,38,5,22,0,1.45,3.19,51.16,50.79,"2017-2018","Panathinaikos Superfoods Athens"
"RIVERS, KC",31,"726:13",1.14,1.14,110.67,109.08,-1.59,0.54,18.12,3.5,10.57,6.94,230,82,148,41,53,2.62,5.91,52.39,45.12,"2017-2018","Panathinaikos Superfoods Athens"
"SINGLETON, CHRIS",34,"1027:42",0.69,1.51,107.86,111.4,3.54,0.61,16.41,3.71,19.33,11.31,232,104,128,42,59,1.85,6.02,56.25,48.85,"2017-2018","Panathinaikos Superfoods Athens"
"VOUGIOUKAS, IAN",33,"269:32",0.52,1.88,110.76,117.62,6.86,0.7,20.26,8.57,15.38,11.88,65,65,1,41,0,1.07,7.95,63.08,59.06,"2017-2018","Panathinaikos Superfoods Athens"
"AYON, GUSTAVO",18,"414:08",2,1.36,104.11,118.7,14.59,0.59,19.52,10.09,18.88,14.63,123,123,1,71,0,3.25,21.27,57.72,59,"2017-2018","Real Madrid"
"CAMPAZZO, FACUNDO",30,"693:26",2.27,1.17,108.84,107.33,-1.51,0.54,19.51,1.21,10.47,5.99,202,93,109,39,41,3.27,30.98,49.75,45.33,"2017-2018","Real Madrid"
"CARROLL, JAYCEE",36,"574:40",0.95,1.45,115.45,126.85,11.4,0.67,23.14,1.66,4.47,3.11,234,116,118,66,54,1.13,6.23,62.82,53.04,"2017-2018","Real Madrid"
"CAUSEUR, FABIEN",36,"652:43",1.86,1.45,114.27,119.73,5.46,0.64,16.98,2.56,7.53,5.13,170,102,68,60,30,1.24,17.07,61.76,53.83,"2017-2018","Real Madrid"
"DONCIC, LUKA",33,"856:15",1.87,1.53,108.14,119.6,11.46,0.61,28.74,3.77,17.35,10.78,346,173,173,99,57,2.27,29.78,53.32,54.05,"2017-2018","Real Madrid"
"FERNANDEZ, RUDY",31,"599:54",3.24,1.32,111.79,124.58,12.79,0.58,18.04,4.18,10.24,7.31,173,49,124,20,46,1.89,21.46,51.45,51.2,"2017-2018","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MACIULIS, JONAS",22,"284:23",1.12,1.08,110.62,106.23,-4.39,0.51,12.35,3.78,12.17,8.12,61,18,43,10,13,2.09,4.81,48.36,43.57,"2017-2018","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RANDLE, CHASSON",23,"174:34",3.14,1.18,114.13,116.62,2.49,0.55,16.79,1.37,5.76,3.64,50,30,20,13,9,1.54,20.56,53,50.31,"2017-2018","Real Madrid"
"RANDOLPH, ANTHONY",21,"376:52",1.39,1.2,109.19,112.04,2.85,0.54,22.79,8.87,15.11,12.1,144,99,45,54,14,2,11.87,52.08,52.47,"2017-2018","Real Madrid"
"REYES, FELIPE",35,"543:37",0.71,1.72,110.68,123.41,12.73,0.66,23.34,13.18,18.69,16.03,170,163,7,96,3,0.79,9.58,59.12,60.95,"2017-2018","Real Madrid"
"TAVARES, WALTER",29,"505:40",0.64,1.71,105.04,130.7,25.66,0.69,15.21,15.11,19.88,17.57,110,110,1,75,0,1.39,4.69,68.18,66.01,"2017-2018","Real Madrid"
"TAYLOR, JEFFERY",34,"699:13",1.67,1.26,114.69,112.31,-2.38,0.54,14.57,4.78,6.07,5.45,160,89,71,42,25,1.31,8.89,49.69,50.98,"2017-2018","Real Madrid"
"THOMPKINS, TREY",29,"614:42",1.29,1.35,107.47,121.43,13.96,0.62,19.49,4.86,22.34,13.89,205,105,100,57,42,1.67,8.72,58.54,52.11,"2017-2018","Real Madrid"
"YUSTA, SANTI",16,"107:58",1.86,1.23,113.88,112.17,-1.71,0.56,18.42,6.64,9.31,8.02,31,20,11,12,3,1,20.06,53.23,51.81,"2017-2018","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DAVIES, BRANDON",36,"627:02",0.71,1.61,110.47,120.32,9.85,0.65,24.67,11.5,13.97,12.82,208,208,1,120,0,2.96,10.23,57.69,59.47,"2017-2018","Zalgiris Kaunas"
"JANKUNAS, PAULIUS",35,"774:51",1.19,1.54,112.8,124.97,12.17,0.65,22.66,8.25,18.8,13.89,257,233,24,139,9,1.35,12.17,59.34,60.78,"2017-2018","Zalgiris Kaunas"
"KAVALIAUSKAS, ANTANAS",35,"460:36",0.93,1.57,114.63,120.66,6.03,0.65,19.86,10.63,13.88,12.37,126,125,1,77,0,1.26,10.58,61.11,60.43,"2017-2018","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MICIC, VASILIJE",36,"806:41",1.84,1.22,114.76,101.68,-13.08,0.52,21.68,2.36,9.54,6.2,227,165,62,76,22,2.44,31.21,48.02,47.65,"2017-2018","Zalgiris Kaunas"
"MILAKNIS, ARTURAS",36,"806:50",1.11,1.4,117.89,123.59,5.7,0.67,15.33,2.02,8.66,5.57,206,39,167,22,75,1.15,6.39,65.29,47.36,"2017-2018","Zalgiris Kaunas"
"PANGOS, KEVIN",36,"991:42",2.3,1.33,116.73,116.91,0.18,0.61,23.74,2.2,9.79,6.26,344,186,158,91,75,1.52,38.6,59.16,50.67,"2017-2018","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"TOUPANE, AXEL",34,"519:59",0.48,1.52,115.36,109.95,-5.41,0.6,22.18,4.71,12.3,8.77,155,115,40,63,15,1.56,5.39,55.16,53.68,"2017-2018","Zalgiris Kaunas"
"UDRIH, BENO",17,"195:51",1.94,0.95,114.86,92.73,-22.13,0.44,19.77,2.78,13.3,8.41,56,48,8,21,2,1.78,26.21,42.86,44.71,"2017-2018","Zalgiris Kaunas"
"ULANOVAS, EDGARAS",35,"949:31",1.85,1.44,115.85,121.52,5.67,0.61,13.66,6.59,12.22,9.6,183,137,46,71,21,1.16,12.48,56.01,56.71,"2017-2018","Zalgiris Kaunas"
"VALINSKAS, PAULIUS",25,"224:16",1.43,1.13,115.81,99.93,-15.88,0.49,19.16,3.03,13.2,8.47,62,33,29,14,9,1.29,14.41,44.35,45,"2017-2018","Zalgiris Kaunas"
"WHITE, AARON",36,"806:44",1.03,1.44,112.65,120.13,7.48,0.62,18.44,6.41,17.61,12.4,223,171,52,100,20,1.58,7.58,58.3,57.46,"2017-2018","Zalgiris Kaunas"
"AUGUSTINE, JAMES",29,"675:01",2.56,1.4,111.89,137.19,25.3,0.64,15.98,14.61,19.69,17.03,190,183,7,122,0,2.33,11.42,64.21,68.08,"2017-2018","Unicaja Malaga"
"BROOKS, JEFF",26,"595:04",1.12,1.27,116.11,119.16,3.05,0.58,18.04,9.14,13.36,11.16,180,137,43,73,17,1.51,8.08,54.72,55.55,"2017-2018","Unicaja Malaga"
"DIAZ, ALBERTO",30,"571:42",2.85,1.02,116.85,107.19,-9.66,0.48,12.42,2.38,7.61,4.87,113,38,75,16,23,2.36,20.08,44.69,44.88,"2017-2018","Unicaja Malaga"
"DIEZ, DANIEL",23,"312:19",2.38,1.23,117.44,124.15,6.71,0.58,13.99,5.08,13.52,9.11,78,43,35,26,12,1.26,10.29,56.41,54.92,"2017-2018","Unicaja Malaga"
"MCCALLUM, RAY",30,"646:26",1.82,1.08,115.65,101.95,-13.7,0.48,24.64,3.16,9.8,6.33,256,193,63,90,18,2.43,22.68,45.7,48.61,"2017-2018","Unicaja Malaga"
"MILOSAVLJEVIC, DRAGAN",27,"499:02",0.9,1.15,117.24,103.58,-13.66,0.52,19.1,5.68,11.2,8.31,151,97,54,45,18,1.57,8.88,47.68,47.27,"2017-2018","Unicaja Malaga"
"MUSLI, DEJAN",9,"101:09",0.5,1.48,116.36,104.88,-11.48,0.59,23.8,7.84,20.88,14.06,33,33,1,19,0,0,7.53,57.58,55.07,"2017-2018","Unicaja Malaga"
